marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_model_display_name,vehicle_transmission_type,kms,price,state,year
2019 BMW M340i xdrive G20,black,PETROL,BMW,M3,AUTOMATIC,130500,53000,SA,2019
2008 Mazda BT-50,grey,OTHER,MAZDA,BT-50,AUTOMATIC,111960,12999,SA,2008
2007 Lexus Lexus IS 250,black,PETROL,LEXUS,IS,AUTOMATIC,195691,9500,NSW,2007
2011 Nissan Patrol,white,DIESEL,NISSAN,PATROL,MANUAL,192000,24999,SA,2011
2015 Volkswagen Scirocco,grey,PETROL,VOLKSWAGEN,SCIROCCO,AUTOMATIC,148000,24000,SA,2015
2013 Mitsubishi Outlander,black,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,199500,10000,SA,2013
2012 Lexus RX450H,white,HYBRID,LEXUS,RX,AUTOMATIC,280000,22000,SA,2012
1992 Toyota 4Runner,white,PETROL,TOYOTA,4RUNNER,MANUAL,360000,13000,SA,1992
2013 Nissan pulsar sss,red,PETROL,NISSAN,PULSAR,AUTOMATIC,190000,7500,SA,2013
2016 Toyota Landcruiser,blue,DIESEL,TOYOTA,LANDCRUISER,MANUAL,271000,69500,SA,2016
2014 Mazda CX-5,black,PETROL,MAZDA,CX-5,AUTOMATIC,213000,11999,SA,2014
1999 Holden Commodore,white,OTHER,HOLDEN,COMMODORE,AUTOMATIC,300000,3500,SA,1999
2017 Honda Jazz,grey,PETROL,HONDA,JAZZ,AUTOMATIC,102500,14500,QLD,2017
2023 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,40000,34500,SA,2023
2020 Subaru Forester,grey,PETROL,SUBARU,FORESTER,AUTOMATIC,76000,27999,SA,2020
2019 BMW 530i M Sport,white,PETROL,BMW,530I M SPORT,AUTOMATIC,48241,45800,QLD,2019
2015 Mazda CX-3,white,OTHER,MAZDA,CX-3,AUTOMATIC,174556,11500,QLD,2015
2020 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,67000,65000,QLD,2020
2018 Mercedes-Benz Glc63s,black,OTHER,MERCEDES-BENZ,GLC,AUTOMATIC,51423,92000,QLD,2018
2024 Mitsubishi Pajero Sport,silver,DIESEL,MITSUBISHI,PAJERO SPORT,AUTOMATIC,500,59000,SA,2024
2016 Suzuki Vitara,grey,PETROL,SUZUKI,VITARA,AUTOMATIC,96000,16990,QLD,2016
2013 Jeep Patriot,silver,PETROL,JEEP,PATRIOT,AUTOMATIC,166000,7000,QLD,2013
2023 Great Wall Cannon XSR,black,DIESEL,GWM,CANNON,AUTOMATIC,28109,35000,QLD,2023
2016 Suzuki Vitara,grey,PETROL,SUZUKI,VITARA,AUTOMATIC,96000,16990,QLD,2016
2016 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,253132,26650,QLD,2016
2018 Nissan Navara,blue,DIESEL,NISSAN,NAVARA,MANUAL,165000,30800,QLD,2018
2011 Hyundai i30,white,PETROL,HYUNDAI,I30,AUTOMATIC,110000,7000,NSW,2011
2005 Nissan Navara,silver,DIESEL,NISSAN,NAVARA,MANUAL,23567,15000,SA,2005
2024 Toyota kluger,white,HYBRID,TOYOTA,KLUGER,AUTOMATIC,96000,52990,QLD,2024
2021 Jeep Compass,white,PETROL,JEEP,COMPASS,AUTOMATIC,68000,28000,SA,2021
2011 Volkswagen Touareg,grey,DIESEL,VOLKSWAGEN,TOUAREG,AUTOMATIC,312000,6999,SA,2011
2007 Toyota Corolla,silver,PETROL,TOYOTA,COROLLA,AUTOMATIC,143270,10000,NSW,2007
2011 Holden Barina,black,PETROL,HOLDEN,BARINA,MANUAL,250000,2500,SA,2011
2006 Toyota Yaris,silver,PETROL,TOYOTA,YARIS,MANUAL,182000,3400,SA,2006
2017 Audi Q3,grey,PETROL,AUDI,Q3,AUTOMATIC,225500,12950,WA,2017
2017 Nissan Qashqai,black,PETROL,NISSAN,QASHQAI,AUTOMATIC,195000,9900,SA,2017
2004 Mitsubishi Colt,yellow,PETROL,MITSUBISHI,COLT,AUTOMATIC,152000,7000,SA,2004
1984 Jaguar Jaguar XJ6,blue,PETROL,JAGUAR,XJ,AUTOMATIC,260000,10000,SA,1984
2018 Audi S3,blue,PETROL,AUDI,S3,AUTOMATIC,72000,39800,VIC,2018
2013 Audi A1,white,PETROL,AUDI,A1,AUTOMATIC,70423,13500,VIC,2013
2011 Holden Barina,brown,PETROL,HOLDEN,BARINA,AUTOMATIC,180000,3500,VIC,2011
2005 Hyundai Terracan,silver,DIESEL,HYUNDAI,TERRACAN,MANUAL,260000,4000,VIC,2005
2021 Mitsubishi Triton,white,DIESEL,MITSUBISHI,TRITON,MANUAL,144000,24899,WA,2021
2015 Hyundai ix35 se,grey,PETROL,HYUNDAI,IX35,AUTOMATIC,232722,8990,WA,2015
2015 Hyundai i20,red,PETROL,HYUNDAI,I20,MANUAL,69000,8650,WA,2015
2016 Nissan Qashqai,white,DIESEL,NISSAN,QASHQAI,AUTOMATIC,265000,13100,WA,2016
2005 Holden Ute,red,PETROL,HOLDEN,UTE,MANUAL,240000,5500,WA,2005
2011 Ford Falcon,brown,PETROL,FORD,FALCON,AUTOMATIC,229000,9000,WA,2011
2013 Volkswagen Jetta,silver,PETROL,VOLKSWAGEN,JETTA,AUTOMATIC,209000,5000,WA,2013
2006 Mazda MX-5,black,PETROL,MAZDA,MX-5,MANUAL,208000,11000,WA,2006
2005 Mercedes-Benz clk280,silver,PETROL,MERCEDES-BENZ,CLA,AUTOMATIC,172981,9000,WA,2005
2021 Volkswagen Amarok,white,DIESEL,VOLKSWAGEN,AMAROK,AUTOMATIC,152000,38000,WA,2021
2007 Hyundai Getz,silver,PETROL,HYUNDAI,GETZ,MANUAL,280000,3000,WA,2007
2004 Hyundai Elantra,blue,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,80142,4500,WA,2004
2009 Hyundai i30,grey,PETROL,HYUNDAI,I30,MANUAL,174000,4000,WA,2009
2012 BMW X3,black,DIESEL,BMW,X3,AUTOMATIC,202500,12000,WA,2012
2008 Ford Ranger,white,DIESEL,FORD,RANGER,MANUAL,237000,5250,WA,2008
2012 Subaru WRX,white,PETROL,SUBARU,WRX,MANUAL,75000,60000,NSW,2012
2009 Toyota Hiace,white,DIESEL,TOYOTA,HIACE,AUTOMATIC,427560,16500,NSW,2009
2017 Isuzu D-max,white,DIESEL,ISUZU,D-MAX,AUTOMATIC,170000,24888,NSW,2017
2014 Subaru BRZ,white,PETROL,SUBARU,BRZ,MANUAL,170000,16000,NSW,2014
2012 Audi A5,grey,DIESEL,AUDI,A5,AUTOMATIC,93000,15500,NSW,2012
2010 Audi Q5,grey,PETROL,AUDI,Q5,AUTOMATIC,130311,6500,NSW,2010
2011 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,316000,16500,NSW,2011
2010 Ford transit,white,DIESEL,FORD,TRANSIT,MANUAL,52212,27777,NSW,2010
2006 Mercedes-Benz CLS350,black,PETROL,MERCEDES-BENZ,S-CLASS,AUTOMATIC,106000,4200,NSW,2006
2007 Honda Accord,silver,OTHER,HONDA,ACCORD,AUTOMATIC,177395,5500,NSW,2007
2005 Subaru Forester,grey,PETROL,SUBARU,FORESTER,AUTOMATIC,251000,6000,NSW,2005
2012 Toyota Yaris,grey,PETROL,TOYOTA,YARIS,AUTOMATIC,130770,10500,NSW,2012
2014 Honda CR-V,white,DIESEL,HONDA,CR-V,AUTOMATIC,183807,14500,NSW,2014
2009 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,387000,20000,NSW,2009
2010 Mitsubishi triton,grey,OTHER,MITSUBISHI,TRITON,AUTOMATIC,189903,13500,NSW,2010
2018 Volkswagen amarok- dark label,grey,DIESEL,VOLKSWAGEN,AMAROK,AUTOMATIC,161800,29845,NSW,2018
2001 Hyundai Accent,green,PETROL,HYUNDAI,ACCENT,AUTOMATIC,82069,4000,NSW,2001
"2022 Tesla model y, rwd",white,ELECTRIC,TESLA,MODEL Y,AUTOMATIC,57800,39990,NSW,2022
2019 Mazda CX-9,silver,PETROL,MAZDA,CX-9,AUTOMATIC,135000,21000,QLD,2019
2000 Jeep Cherokee,white,PETROL,JEEP,CHEROKEE,AUTOMATIC,270424,4000,QLD,2000
2016 BMW X5,white,DIESEL,BMW,X5,AUTOMATIC,128000,30000,NSW,2016
1998 Nissan Patrol,gold,DIESEL,NISSAN,PATROL,MANUAL,380000,8000,QLD,1998
2000 Toyota toyota,orange,PETROL,TOYOTA,TOYOTA,AUTOMATIC,150000,7500,QLD,2000
2019 Hyundai Santa Fe,silver,DIESEL,HYUNDAI,SANTA FE,AUTOMATIC,105000,29990,QLD,2019
2003 Mitsubishi Pajero,grey,PETROL,MITSUBISHI,PAJERO,AUTOMATIC,272000,2500,QLD,2003
2023 Haval h6 lux auto,white,PETROL,HAVAL,H6,AUTOMATIC,11480,28000,QLD,2023
2010 Suzuki Swift,green,PETROL,SUZUKI,SWIFT,MANUAL,224253,3999,QLD,2010
1969 Ford F-100,beige,PETROL,FORD,F-100,MANUAL,11000,60000,QLD,1969
2017 Honda Civic,blue,PETROL,HONDA,CIVIC,AUTOMATIC,156300,17500,QLD,2017
2010 Kia Rio,black,PETROL,KIA,RIO,AUTOMATIC,155755,6500,QLD,2010
2012 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,180000,33000,QLD,2012
2013 Mazda CX-5,white,DIESEL,MAZDA,CX-5,AUTOMATIC,141000,123456,QLD,2013
2012 Volkswagen Polo,white,PETROL,VOLKSWAGEN,POLO,AUTOMATIC,186500,9500,QLD,2012
2014 Nissan Micra,blue,PETROL,NISSAN,MICRA,MANUAL,144337,6000,SA,2014
2011 Holden Commodore,green,PETROL,HOLDEN,COMMODORE,AUTOMATIC,159000,16000,SA,2011
2008 Ford Falcon,grey,PETROL,FORD,FALCON,AUTOMATIC,292000,5000,SA,2008
2009 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,570000,6500,SA,2009
1985 Toyota Landcruiser,white,PETROL,TOYOTA,LANDCRUISER,MANUAL,180000,4500,SA,1985
2023 Nissan X-Trail,red,HYBRID,NISSAN,X-TRAIL,AUTOMATIC,15000,123456,SA,2023
2011 Toyota Camry,silver,OTHER,TOYOTA,CAMRY,AUTOMATIC,180000,9999,SA,2011
2010 Ford Falcon FG,blue,PETROL,FORD,FALCON,AUTOMATIC,180366,11000,WA,2010
1985 Toyota Landcruiser,white,OTHER,TOYOTA,LANDCRUISER,MANUAL,180000,4500,SA,1985
2008 Chrysler PT Cruiser,white,PETROL,CHRYSLER,PT CRUISER,AUTOMATIC,193929,5700,SA,2008
2017 Toyota Camry,grey,PETROL,TOYOTA,CAMRY,AUTOMATIC,155000,16700,VIC,2017
2016 Subaru liberty 3.6r,silver,PETROL,SUBARU,LIBERTY,AUTOMATIC,238704,11990,SA,2016
2010 Subaru Forester,white,PETROL,SUBARU,FORESTER,AUTOMATIC,187000,9000,SA,2010
2020 Nissan X-Trail,white,PETROL,NISSAN,X-TRAIL,AUTOMATIC,155000,17500,SA,2020
2020 Mazda CX-5,grey,PETROL,MAZDA,CX-5,AUTOMATIC,85000,27000,SA,2020
2016 Holden Holden Colorado,red,DIESEL,HOLDEN,COLORADO,AUTOMATIC,173102,25000,NSW,2016
2024 Audi Q3,grey,PETROL,AUDI,Q3,AUTOMATIC,15000,64000,NSW,2024
2009 Mercedes-Benz Mercedes-Benz ML350 CDI,silver,DIESEL,MERCEDES-BENZ,MERCEDES-BENZ ML350 CDI,AUTOMATIC,232500,8500,NSW,2009
2024 Mercedes-Benz a35,white,PETROL,MERCEDES-BENZ,A35,AUTOMATIC,7800,79000,NSW,2024
2011 Subaru liberty 2.5,black,PETROL,SUBARU,LIBERTY,AUTOMATIC,172100,6900,NSW,2011
2013 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,202200,9000,NSW,2013
2002 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,193000,3000,NSW,2002
1998 Suzuki Vitara,white,OTHER,SUZUKI,VITARA,MANUAL,246000,12345,NSW,1998
2007 Subaru liberty 3.0r spec.b,black,PETROL,SUBARU,LIBERTY,AUTOMATIC,230000,9000,NSW,2007
2007 Honda Jazz,blue,PETROL,HONDA,JAZZ,AUTOMATIC,217710,3000,NSW,2007
2000 Ford Falcon,red,PETROL,FORD,FALCON,AUTOMATIC,371000,6200,NSW,2000
2026 Alfa Romeo Giulia,black,OTHER,ALFA-ROMEO,GIULIA,AUTOMATIC,123456,80000,NSW,2026
2007 Volkswagen Golf,black,OTHER,VOLKSWAGEN,GOLF,AUTOMATIC,176000,7000,NSW,2007
2018 Land Rover Range Rover Velar,grey,DIESEL,LAND-ROVER,RANGE ROVER VELAR,AUTOMATIC,134000,40000,NSW,2018
2010 Mitsubishi Outlander,blue,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,250000,6000,NSW,2010
1966 MG MG MGB,red,PETROL,MG,MG MGB,MANUAL,24034,9000,NSW,1966
2017 Mercedes-Benz gls350d,black,DIESEL,MERCEDES-BENZ,GLS,AUTOMATIC,104000,45800,QLD,2017
2002 Jeep Grand Cherokee,black,PETROL,JEEP,GRAND CHEROKEE,AUTOMATIC,200000,4500,QLD,2002
2008 Volvo XC90,silver,DIESEL,VOLVO,XC90,AUTOMATIC,234000,7500,QLD,2008
2011 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,MANUAL,137000,13000,QLD,2011
2013 Jeep Grand Cherokee,black,OTHER,JEEP,GRAND CHEROKEE,AUTOMATIC,175000,10900,QLD,2013
2008 Audi Q7,black,PETROL,AUDI,Q7,AUTOMATIC,305843,7000,QLD,2008
2013 Jeep Grand Cherokee,black,DIESEL,JEEP,GRAND CHEROKEE,AUTOMATIC,138000,16600,QLD,2013
2011 Mitsubishi Delica,silver,PETROL,MITSUBISHI,DELICA,AUTOMATIC,98354,22450,QLD,2011
2008 Toyota Corolla,blue,OTHER,TOYOTA,COROLLA,AUTOMATIC,199500,7200,QLD,2008
2006 Audi Q7,silver,DIESEL,AUDI,Q7,AUTOMATIC,137000,4000,QLD,2006
2018 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,AUTOMATIC,200000,21990,QLD,2018
2012 Nissan Micra,blue,OTHER,NISSAN,MICRA,AUTOMATIC,155000,3400,QLD,2012
2009 Holden Captiva,blue,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,162321,4700,QLD,2009
2012 Ford Territory,blue,PETROL,FORD,TERRITORY,AUTOMATIC,200000,9000,VIC,2012
2008 Toyota Yaris,yellow,PETROL,TOYOTA,YARIS,MANUAL,185000,5500,QLD,2008
2016 Nissan Micra,white,PETROL,NISSAN,MICRA,AUTOMATIC,125000,10500,VIC,2016
2022 Volvo XC60 B6 R-Design In Crystal White,white,HYBRID,VOLVO,XC60,AUTOMATIC,94049,45990,VIC,2022
2018 Ford Focus,blue,PETROL,FORD,FOCUS,AUTOMATIC,103000,18000,VIC,2018
2013 Mazda CX-5,silver,DIESEL,MAZDA,CX-5,AUTOMATIC,220000,8000,VIC,2013
2005 Honda CR-V,blue,PETROL,HONDA,CR-V,AUTOMATIC,200000,6500,VIC,2005
2015 BMW x1 xdrive20d,brown,DIESEL,BMW,X1,AUTOMATIC,75000,22000,VIC,2015
2005 Ford Territory,white,PETROL,FORD,TERRITORY,AUTOMATIC,188000,4000,VIC,2005
2017 Mercedes-Benz cla-class,white,PETROL,MERCEDES-BENZ,A-CLASS,AUTOMATIC,132000,26500,VIC,2017
2012 Nissan Navara,silver,DIESEL,NISSAN,NAVARA,MANUAL,200000,99999,VIC,2012
2013 Mercedes-Benz C180 ,white,PETROL,MERCEDES-BENZ,C-CLASS,AUTOMATIC,153000,12500,VIC,2013
2018 Mercedes-Benz C43 AMG,silver,PETROL,MERCEDES-BENZ,C43 AMG,AUTOMATIC,107372,51998,WA,2018
2019 Hyundai Kona,white,PETROL,HYUNDAI,KONA,AUTOMATIC,140359,18990,WA,2019
2008 Subaru Impreza,silver,OTHER,SUBARU,IMPREZA,MANUAL,129117,7500,VIC,2008
2002 Holden Commodore,white,PETROL,HOLDEN,COMMODORE,AUTOMATIC,370000,3200,VIC,2002
2014 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,270000,12000,VIC,2014
2015 Audi Q3,black,PETROL,AUDI,Q3,AUTOMATIC,131000,18000,VIC,2015
2012 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,171000,8200,WA,2012
2011 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,251060,22000,WA,2011
2014 Holden Calais,green,PETROL,HOLDEN,CALAIS,AUTOMATIC,236500,9999,WA,2014
2010 Nissan ELGRAND - E52 ,white,PETROL,NISSAN,ELGRAND,AUTOMATIC,120626,21489,WA,2010
2006 Holden suppercharged crewman 6speed manual 6l v8 120km,black,PETROL,HOLDEN,CREWMAN,MANUAL,120000,30000,WA,2006
2005 Hyundai Getz,yellow,PETROL,HYUNDAI,GETZ,AUTOMATIC,243800,4800,WA,2005
2012 Nissan Patrol,silver,DIESEL,NISSAN,PATROL,MANUAL,190000,33000,WA,2012
2015 Holden Holden Colorado,silver,DIESEL,HOLDEN,COLORADO,AUTOMATIC,175000,25000,WA,2015
2011 Nissan 370Z,grey,PETROL,NISSAN,370Z,AUTOMATIC,161000,21000,WA,2011
2010 BMW 320i,white,PETROL,BMW,SERIES 3,AUTOMATIC,184000,6800,WA,2010
2010 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,230000,8000,WA,2010
2011 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,MANUAL,255000,7000,SA,2011
2014 BMW X5,black,DIESEL,BMW,X5,AUTOMATIC,143000,21900,SA,2014
2004 Toyota Camry,blue,PETROL,TOYOTA,CAMRY,AUTOMATIC,2052,3000,SA,2004
2006 Holden Commodore,silver,PETROL,HOLDEN,COMMODORE,AUTOMATIC,192000,6200,SA,2006
2017 Ford Mustang,grey,PETROL,FORD,MUSTANG,AUTOMATIC,16500,43500,SA,2017
2010 Volkswagen Tiguan,grey,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,167000,8000,SA,2010
2013 Land Rover Discovery TDV6 ,grey,DIESEL,LAND-ROVER,DISCOVERY,AUTOMATIC,154000,24999,SA,2013
2013 Toyota Prius Hybrid,silver,HYBRID,TOYOTA,PRIUS HYBRID,AUTOMATIC,63000,15999,SA,2013
2014 Hyundai Elantra,silver,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,194633,10000,VIC,2014
2014 Mazda CX-9,black,PETROL,MAZDA,CX-9,AUTOMATIC,140000,13995,NSW,2014
2013 Lexus RX350,white,PETROL,LEXUS,RX,AUTOMATIC,164500,19600,NSW,2013
2015 Jeep Patriot,black,OTHER,JEEP,PATRIOT,AUTOMATIC,112000,8700,QLD,2015
"2010 Nissan Patrol ST GU 7 🔥 265,404kms",gold,DIESEL,NISSAN,PATROL,MANUAL,265404,16990,NSW,2010
2016 Nissan Navara D23 ST-X NP300,white,DIESEL,NISSAN,NAVARA,AUTOMATIC,197000,31880,NSW,2016
2012 Hyundai ELANTRA,white,PETROL,HYUNDAI,ELANTRA,AUTOMATIC,121000,9995,NSW,2012
2015 Toyota Kluger Wagon Grande GSU50R,white,PETROL,TOYOTA,KLUGER,AUTOMATIC,145302,26977,SA,2015
2003 Mazda RX-8,grey,PETROL,MAZDA,RX-8,MANUAL,273000,8700,NSW,2003
2012 Nissan dualis,silver,PETROL,NISSAN,DUALIS,MANUAL,14000,4000,NSW,2012
2024 Subaru BRZ,blue,PETROL,SUBARU,BRZ,AUTOMATIC,9500,38500,NSW,2024
2011 Toyota Hiace,white,PETROL,TOYOTA,HIACE,AUTOMATIC,182215,21000,NSW,2011
2013 BMW x1 diesel highline,blue,DIESEL,BMW,X1,MANUAL,135688,7690,QLD,2013
2016 Mercedes-Benz Mercedes-Benz C230,white,PETROL,MERCEDES-BENZ,MERCEDES-BENZ C230,AUTOMATIC,130000,23900,QLD,2016
2014 Volkswagen Jetta,grey,PETROL,VOLKSWAGEN,JETTA,MANUAL,128183,11000,QLD,2014
2016 Mitsubishi Outlander,white,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,172000,13000,QLD,2016
2024 Suzuki Carry Super carry 4x4,grey,PETROL,SUZUKI,CARRY,MANUAL,6865,22999,QLD,2024
2010 Holden Holden Colorado,grey,OTHER,HOLDEN,COLORADO,MANUAL,202000,19000,QLD,2010
2012 Subaru XV,white,PETROL,SUBARU,XV,AUTOMATIC,225149,11000,QLD,2012
2017 Toyota Landcruiser,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,140000,87000,QLD,2017
2006 Nissan Navara,black,DIESEL,NISSAN,NAVARA,MANUAL,185000,10000,QLD,2006
2014 Lexus Lexus NX 300h,grey,HYBRID,LEXUS,NX,AUTOMATIC,110000,29500,QLD,2014
1994 HINO truck,white,DIESEL,HINO,TRUCK,MANUAL,244000,25000,QLD,1994
2005 Holden Astra,silver,PETROL,HOLDEN,ASTRA,AUTOMATIC,200085,2500,QLD,2005
2010 Volkswagen Tiguan,blue,DIESEL,VOLKSWAGEN,TIGUAN,AUTOMATIC,271581,7990,WA,2010
2013 Ford Falcon,grey,PETROL,FORD,FALCON,AUTOMATIC,170000,12000,QLD,2013
2006 Volkswagen Passat B6 103kW BMP 2.0L TDI Turbo Diesel Automatic,grey,DIESEL,VOLKSWAGEN,PASSAT,AUTOMATIC,225690,3200,WA,2006
2010 Ford Fiesta,grey,PETROL,FORD,FIESTA,MANUAL,254000,4300,WA,2010
2022 Toyota rav4 gx (awd) fss + nav hybrid,silver,HYBRID,TOYOTA,RAV4,AUTOMATIC,51780,41990,WA,2022
2008 Honda Civic,blue,OTHER,HONDA,CIVIC,MANUAL,218000,6800,WA,2008
2017 Mazda CX-5,red,OTHER,MAZDA,CX-5,AUTOMATIC,12345,2500,WA,2017
2012 Holden Barina,silver,PETROL,HOLDEN,BARINA,MANUAL,144466,5990,WA,2012
2003 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,252754,13000,WA,2003
2013 Jeep Patriot,blue,PETROL,JEEP,PATRIOT,AUTOMATIC,133731,7000,WA,2013
2019 Hyundai Hyundai iLOAD,white,DIESEL,HYUNDAI,ILOAD,AUTOMATIC,98440,36990,WA,2019
2008 Holden Astra,white,PETROL,HOLDEN,ASTRA,AUTOMATIC,137369,3000,WA,2008
2013 Kia Sorento Platinum,white,DIESEL,KIA,SORENTO,AUTOMATIC,266824,10880,VIC,2013
2016 MINI Cooper,red,PETROL,MINI,COOPER,AUTOMATIC,80000,23000,WA,2016
2014 Subaru WRX,white,PETROL,SUBARU,WRX,MANUAL,202000,19099,VIC,2014
2009 Honda Jazz,blue,PETROL,HONDA,JAZZ,AUTOMATIC,150743,8500,VIC,2009
2015 Jeep Cherokee,white,PETROL,JEEP,CHEROKEE,AUTOMATIC,177000,16000,VIC,2015
2010 Audi A6,silver,DIESEL,AUDI,A6,AUTOMATIC,172850,9990,VIC,2010
2014 Subaru forester 2.5i-s s4 auto awd my14,grey,PETROL,SUBARU,FORESTER,AUTOMATIC,143500,16500,VIC,2014
1975 Holden Holden Premier,gold,PETROL,HOLDEN,HOLDEN PREMIER,AUTOMATIC,250000,9500,VIC,1975
2011 Subaru Impreza,red,PETROL,SUBARU,IMPREZA,MANUAL,225000,7200,VIC,2011
2014 Volkswagen Golf,blue,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,124000,25000,VIC,2014
1999 Toyota Landcruiser Prado,blue,PETROL,TOYOTA,LANDCRUISER,AUTOMATIC,320000,12500,VIC,1999
1966 Ford Ford Cortina,green,OTHER,FORD,FORD CORTINA,MANUAL,56000,11000,VIC,1966
2011 Nissan Murano,blue,PETROL,NISSAN,MURANO,AUTOMATIC,133608,10500,VIC,2011
2020 Toyota COROLLA ASCENT SPORT,white,HYBRID,TOYOTA,COROLLA,AUTOMATIC,85407,24990,VIC,2020
2012 Ford Fiesta,black,PETROL,FORD,FIESTA,AUTOMATIC,152000,6000,VIC,2012
2015 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,107000,20000,VIC,2015
2007 Ford Fairmont,grey,OTHER,FORD,FAIRMONT,AUTOMATIC,112000,6000,SA,2007
2009 Nissan Murano,silver,PETROL,NISSAN,MURANO,AUTOMATIC,132000,8800,SA,2009
2013 Holden Holden Colorado,white,DIESEL,HOLDEN,COLORADO,AUTOMATIC,221000,15500,VIC,2013
2013 Nissan Pulsar,silver,PETROL,NISSAN,PULSAR,AUTOMATIC,127000,9400,SA,2013
2018 Mazda MAZDA BT-50 2018 (Used) - BT-50 XTR (4x4) MY18 DIESEL TURBO F/INJ 3.2L 6 SP AUTOMATIC),gold,DIESEL,MAZDA,BT-50,AUTOMATIC,139187,31990,SA,2018
2010 Suzuki Vitara,silver,PETROL,SUZUKI,VITARA,AUTOMATIC,189146,15000,SA,2010
2019 Nissan navara d23 st,grey,DIESEL,NISSAN,NAVARA,MANUAL,253449,23990,SA,2019
2015 Porsche Macan,white,OTHER,PORSCHE,MACAN,AUTOMATIC,90000,41500,VIC,2015
2009 Toyota RAV4,black,PETROL,TOYOTA,RAV4,AUTOMATIC,129000,13500,VIC,2009
2007 Honda Civic,blue,PETROL,HONDA,CIVIC,AUTOMATIC,165051,6700,VIC,2007
2007 Lexus Lexus LS 500h,black,HYBRID,LEXUS,LS,AUTOMATIC,127000,16500,VIC,2007
2020 Ford Ranger,silver,DIESEL,FORD,RANGER,AUTOMATIC,103000,38000,VIC,2020
2005 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,274600,4000,SA,2005
2017 Mercedes-Benz glc-class,blue,OTHER,MERCEDES-BENZ,C-CLASS,AUTOMATIC,560,130000,VIC,2017
2021 Toyota Yaris,white,OTHER,TOYOTA,YARIS,MANUAL,37000,45000,QLD,2021
2008 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,330000,14000,VIC,2008
2010 Mitsubishi ASX,white,DIESEL,MITSUBISHI,ASX,MANUAL,249577,7000,QLD,2010
2016 Toyota landcruiser sahara 200 series,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,154407,154000,SA,2016
2017 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,81500,17990,WA,2017
2014 Jeep Wrangler,silver,PETROL,JEEP,WRANGLER,AUTOMATIC,15500,21000,QLD,2014
1997 Toyota landcruiser prado vx grande auto 4x4,silver,PETROL,TOYOTA,LANDCRUISER,AUTOMATIC,498500,9500,VIC,1997
2005 Suzuki Swift,red,PETROL,SUZUKI,SWIFT,MANUAL,263000,4500,QLD,2005
2021 Nissan Navara,grey,DIESEL,NISSAN,NAVARA,MANUAL,35000,6000,QLD,2021
2014 Suzuki Swift GL FZ 1.4L auto,black,PETROL,SUZUKI,SWIFT,AUTOMATIC,163500,8490,WA,2014
2006 Toyota Yaris,black,PETROL,TOYOTA,YARIS,MANUAL,345500,2900,QLD,2006
2012 Jeep GRAND CHEROKEE LAREDO (4x4) WK,red,DIESEL,JEEP,GRAND CHEROKEE,AUTOMATIC,196929,9990,WA,2012
2008 Mitsubishi Lancer,black,PETROL,MITSUBISHI,LANCER,MANUAL,260000,4000,VIC,2008
2014 Jeep Compass,black,PETROL,JEEP,COMPASS,AUTOMATIC,164500,9000,WA,2014
2012 BMW X1,white,PETROL,BMW,X1,MANUAL,200514,7500,QLD,2012
