marketplace_listing_title,vehicle_exterior_color,vehicle_fuel_type,vehicle_make_display_name,vehicle_model_display_name,vehicle_transmission_type,kms,price,state,year
1989 Mazda MX-5,red,PETROL,MAZDA,MX-5,MANUAL,277000,14500,NSW,1989
2006 Toyota Corolla,blue,PETROL,TOYOTA,COROLLA,AUTOMATIC,240000,5995,NSW,2006
2016 Ford Transit MWB Manual Van ,white,DIESEL,FORD,TRANSIT,MANUAL,307000,16650,NSW,2016
2012 Mazda CX-5,white,DIESEL,MAZDA,CX-5,AUTOMATIC,142000,14500,QLD,2012
2012 Nissan Micra,silver,PETROL,NISSAN,MICRA,AUTOMATIC,174374,4000,NSW,2012
2021 Volkswagen Golf,silver,OTHER,VOLKSWAGEN,GOLF,AUTOMATIC,41500,26950,NSW,2021
2012 Mazda CX-5,silver,PETROL,MAZDA,CX-5,AUTOMATIC,179000,12500,NSW,2012
2009 Suzuki Swift,white,PETROL,SUZUKI,SWIFT,MANUAL,230000,4000,QLD,2009
2010 Lexus Lexus IS 250,white,PETROL,LEXUS,IS,AUTOMATIC,179150,13000,NSW,2010
2010 Holden Holden Colorado,white,PETROL,HOLDEN,COLORADO,MANUAL,274000,7500,SA,2010
2019 Holden Acadia,silver,PETROL,HOLDEN,ACADIA,AUTOMATIC,82135,22500,WA,2019
2007 Holden Astra,silver,PETROL,HOLDEN,ASTRA,AUTOMATIC,246398,2700,WA,2007
2004 Mercedes-Benz Sprinter,white,DIESEL,MERCEDES-BENZ,SPRINTER,AUTOMATIC,275000,8600,WA,2004
2020 Hyundai i30 active hatchback auto,white,PETROL,HYUNDAI,I30,AUTOMATIC,83868,18990,WA,2020
2008 Holden Commodore,silver,PETROL,HOLDEN,COMMODORE,AUTOMATIC,342632,4000,WA,2008
2019 Mazda CX-5,silver,PETROL,MAZDA,CX-5,AUTOMATIC,88664,27999,WA,2019
2006 Suzuki Swift,grey,PETROL,SUZUKI,SWIFT,AUTOMATIC,167500,4700,WA,2006
2012 Nissan Micra · ST,red,PETROL,NISSAN,MICRA,AUTOMATIC,190000,6000,WA,2012
2011 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,206777,6000,NSW,2011
2023 Subaru WRX,blue,OTHER,SUBARU,WRX,MANUAL,38847,41999,WA,2023
2007 Toyota Landcruiser 100,black,PETROL,TOYOTA,LANDCRUISER,AUTOMATIC,374295,27000,WA,2007
2006 Toyota Camry,blue,PETROL,TOYOTA,CAMRY,AUTOMATIC,260000,4800,WA,2006
2006 Holden Rodeo,white,DIESEL,HOLDEN,RODEO,MANUAL,370670,9000,WA,2006
2017 Mazda CX-5,grey,PETROL,MAZDA,CX-5,AUTOMATIC,125000,24950,VIC,2017
2008 Holden Commodore,black,PETROL,HOLDEN,COMMODORE,MANUAL,174375,25000,WA,2008
2008 Mitsubishi Lancer,white,PETROL,MITSUBISHI,LANCER,AUTOMATIC,200000,3800,WA,2008
2023 Subaru WRX,white,PETROL,SUBARU,WRX,MANUAL,57000,40500,VIC,2023
2008 Hyundai i30 SR FD ,white,PETROL,HYUNDAI,I30,AUTOMATIC,214690,6990,WA,2008
2005 Toyota Camry,silver,PETROL,TOYOTA,CAMRY,AUTOMATIC,239567,2800,VIC,2005
2010 Holden Commodore,silver,PETROL,HOLDEN,COMMODORE,AUTOMATIC,280000,4700,VIC,2010
2019 Nissan Pathfinder,silver,PETROL,NISSAN,PATHFINDER,AUTOMATIC,38000,18500,VIC,2019
2001 Honda Civic,silver,PETROL,HONDA,CIVIC,AUTOMATIC,391772,4750,VIC,2001
2014 Renault Megane,blue,OTHER,RENAULT,MEGANE,AUTOMATIC,138000,4800,VIC,2014
2012 Toyota Toyota Kluger,blue,PETROL,TOYOTA,KLUGER,AUTOMATIC,212000,12900,VIC,2012
2005 Toyota Corolla,blue,PETROL,TOYOTA,COROLLA,AUTOMATIC,281000,5900,VIC,2005
1992 Toyota Toyota Soarer,green,OTHER,TOYOTA,TOYOTA SOARER,AUTOMATIC,19840,11000,VIC,1992
2020 Holden Commodore,grey,PETROL,HOLDEN,COMMODORE,AUTOMATIC,141000,18500,VIC,2020
2008 Mercedes-Benz c-class,white,PETROL,MERCEDES-BENZ,C-CLASS,AUTOMATIC,250000,8000,VIC,2008
2014 Subaru Outback,white,DIESEL,SUBARU,OUTBACK,AUTOMATIC,253282,9650,VIC,2014
2021 Toyota Landcruiser Prado,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,158000,53800,VIC,2021
2011 Toyota Camry,silver,OTHER,TOYOTA,CAMRY,AUTOMATIC,186000,8999,VIC,2011
2012 Volkswagen Jetta,black,PETROL,VOLKSWAGEN,JETTA,AUTOMATIC,150000,7000,QLD,2012
2010 Mitsubishi Lancer,silver,PETROL,MITSUBISHI,LANCER,MANUAL,157000,3500,QLD,2010
1988 Ford Falcon XF Ute,blue,OTHER,FORD,FALCON,AUTOMATIC,279735,6000,VIC,1988
2006 Toyota Camry,white,PETROL,TOYOTA,CAMRY,AUTOMATIC,182000,4250,QLD,2006
2019 Toyota Landcruiser,white,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,235000,76000,VIC,2019
2004 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,350000,4000,SA,2004
2011 Audi A5,grey,DIESEL,AUDI,A5,AUTOMATIC,153000,12200,QLD,2011
2016 Kia Rio,silver,OTHER,KIA,RIO,AUTOMATIC,124000,8900,QLD,2016
2017 Honda Civic,silver,PETROL,HONDA,CIVIC,AUTOMATIC,220000,17500,QLD,2017
1976 Land Rover Land Rover Series III,green,DIESEL,LAND-ROVER,LAND ROVER SERIES III,MANUAL,100000,15000,QLD,1976
2023 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,30000,55000,QLD,2023
2002 Ford Fairmont,burgundy,OTHER,FORD,FAIRMONT,AUTOMATIC,300000,5000,QLD,2002
2012 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,300000,18990,QLD,2012
2009 Nissan Navara,white,DIESEL,NISSAN,NAVARA,MANUAL,290600,8500,QLD,2009
2012 Volkswagen Golf Mk6 2.0TDI Bluemotion,silver,DIESEL,VOLKSWAGEN,GOLF,AUTOMATIC,139000,10500,QLD,2012
2016 Mercedes-Benz a class 200 diesel,silver,DIESEL,MERCEDES-BENZ,CLA,AUTOMATIC,79600,25500,SA,2016
2017 BMW X5,black,DIESEL,BMW,X5,AUTOMATIC,59000,49500,SA,2017
2005 Mercedes-Benz e-class,black,PETROL,MERCEDES-BENZ,E-CLASS,AUTOMATIC,262000,3800,SA,2005
2009 Holden commodore ssv wagon,white,OTHER,HOLDEN,COMMODORE,MANUAL,142000,40000,QLD,2009
2022 Mitsubishi Outlander,white,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,69000,39200,QLD,2022
2019 Renault electric kangoo maxi z.e. electric minivan,white,ELECTRIC,RENAULT,KANGOO,AUTOMATIC,48980,25888,SA,2019
2003 Toyota Landcruiser Prado,white,PETROL,TOYOTA,LANDCRUISER,AUTOMATIC,252208,16000,SA,2003
2011 Toyota hiace welcab wheelchair accessable auto low km,white,PETROL,TOYOTA,HIACE,AUTOMATIC,107300,32990,SA,2011
2014 Toyota land cruiser prado-kakadu 3.0d4d,white,DIESEL,TOYOTA,PRADO,AUTOMATIC,159000,52000,SA,2014
2008 Ford Focus,black,PETROL,FORD,FOCUS,MANUAL,178000,3250,QLD,2008
1978 Land Rover Land Rover Series III,white,PETROL,LAND-ROVER,LAND ROVER SERIES III,MANUAL,32515,5000,SA,1978
2012 Volkswagen Jetta,silver,DIESEL,VOLKSWAGEN,JETTA,AUTOMATIC,229800,6199,SA,2012
2005 Mitsubishi Mitsubishi Express,white,OTHER,MITSUBISHI,EXPRESS,MANUAL,242730,6000,NSW,2005
2010 BMW series 1,grey,PETROL,BMW,SERIES 1,AUTOMATIC,90000,23999,NSW,2010
1968 Holden Holden Kingswood,white,PETROL,HOLDEN,HOLDEN KINGSWOOD,AUTOMATIC,1000000,14500,SA,1968
2008 Toyota Corolla,grey,OTHER,TOYOTA,COROLLA,AUTOMATIC,213000,6400,NSW,2008
2004 Holden Astra,black,PETROL,HOLDEN,ASTRA,MANUAL,95000,3000,NSW,2004
2014 Citroën c4 seduction e-hdi b7 my14 5dr hatch 1.6dt,blue,DIESEL,CITROËN,C4,AUTOMATIC,87000,8999,NSW,2014
2011 Subaru Forester,white,DIESEL,SUBARU,FORESTER,MANUAL,175000,12500,SA,2011
2021 Toyota 86 gts,black,OTHER,TOYOTA,86 GTS,AUTOMATIC,88000,32950,NSW,2021
2013 Mazda BT-50,burgundy,DIESEL,MAZDA,BT-50,AUTOMATIC,304214,14200,QLD,2013
2013 Holden Ltz Colorado dual cab Ute,grey,DIESEL,HOLDEN,COLORADO,MANUAL,204000,15000,QLD,2013
2000 Ford Laser,red,PETROL,FORD,LASER,AUTOMATIC,177000,4000,QLD,2000
2011 Renault Kangoo,white,DIESEL,RENAULT,KANGOO,MANUAL,12345,2500,VIC,2011
2017 Nissan navara st-x auto 4x4 dual cab luxury ute,grey,DIESEL,NISSAN,NAVARA,AUTOMATIC,269857,23990,QLD,2017
"2000 Nissan MAXIMA S🚀LOW 151,398KMS🚀⭐AUTO⭐REGO⭐RWC⭐",gold,PETROL,NISSAN,MAXIMA,AUTOMATIC,151398,3499,QLD,2000
"2013 Holden CRUZE EQUIPE⭐LOW 117,993KMS⭐🙀AUTO🙀REGO🙀RWC🙀",white,PETROL,HOLDEN,CRUZE,AUTOMATIC,117993,5999,QLD,2013
2009 Holden Captiva,grey,PETROL,HOLDEN,CAPTIVA,AUTOMATIC,148220,6000,VIC,2009
2012 Holden 2012 holden cruze,gold,PETROL,HOLDEN,CRUZE,AUTOMATIC,150000,2500,VIC,2012
2013 Toyota Corolla,blue,PETROL,TOYOTA,COROLLA,AUTOMATIC,283000,8999,WA,2013
2017 Suzuki Swift,red,PETROL,SUZUKI,SWIFT,AUTOMATIC,118420,15999,WA,2017
1998 Holden Rodeo,blue,OTHER,HOLDEN,RODEO,AUTOMATIC,334000,4500,VIC,1998
2004 Ford Falcon,yellow,PETROL,FORD,FALCON,AUTOMATIC,198000,17500,VIC,2004
2001 Hyundai Santa Fe,white,PETROL,HYUNDAI,SANTA FE,AUTOMATIC,284000,3690,VIC,2001
2007 Nissan Tiida,gold,OTHER,NISSAN,TIIDA,MANUAL,130000,3400,VIC,2007
2004 Nissan Navara,silver,DIESEL,NISSAN,NAVARA,MANUAL,355000,5500,VIC,2004
2014 Mitsubishi Triton 4x4,silver,DIESEL,MITSUBISHI,TRITON,MANUAL,231000,13800,VIC,2014
2004 Nissan Navara,silver,DIESEL,NISSAN,NAVARA,MANUAL,258000,10000,VIC,2004
2004 Ford falcon xls ba mkii - tray ute,red,PETROL,FORD,FALCON,AUTOMATIC,215000,3000,VIC,2004
2007 Toyota Hilux,white,OTHER,TOYOTA,HILUX,MANUAL,314000,16000,VIC,2007
2008 Toyota Hiace,silver,DIESEL,TOYOTA,HIACE,MANUAL,360000,13500,VIC,2008
2005 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,AUTOMATIC,220000,5200,VIC,2005
2008 Volkswagen transporter crewvan t5,grey,DIESEL,VOLKSWAGEN,TRANSPORTER,AUTOMATIC,264660,12990,QLD,2008
2009 Subaru Impreza,silver,PETROL,SUBARU,IMPREZA,MANUAL,226000,7000,QLD,2009
2006 Nissan Pathfinder,grey,OTHER,NISSAN,PATHFINDER,MANUAL,245951,8600,QLD,2006
2018 Ford ranger xl px mk111 auto 4x4 dual cab ute,white,DIESEL,FORD,RANGER,AUTOMATIC,222576,21870,QLD,2018
2009 Mercedes-Benz Mercedes-Benz ML350,silver,DIESEL,MERCEDES-BENZ,MERCEDES-BENZ ML350,AUTOMATIC,249000,8000,QLD,2009
2015 Mitsubishi triton,silver,DIESEL,MITSUBISHI,TRITON,AUTOMATIC,227246,13850,QLD,2015
2007 Audi A4,silver,PETROL,AUDI,A4,AUTOMATIC,215000,8800,VIC,2007
"2007 Lexus rx400h reliable hybrid suv leather, sunroof, spacious & comfy. new 3 months rego, rwc, clear ppsr & 1 year extended warranty inc.",white,HYBRID,LEXUS,RX,AUTOMATIC,322198,8940,QLD,2007
2021 Ford Ranger Raptor X,grey,DIESEL,FORD,RANGER,AUTOMATIC,66000,86500,QLD,2021
2008 Audi Q7,grey,DIESEL,AUDI,Q7,AUTOMATIC,200000,12345,QLD,2008
2005 Toyota tarago,grey,PETROL,TOYOTA,TARAGO,AUTOMATIC,123456,7000,QLD,2005
2016 Honda Odyssey,black,HYBRID,HONDA,ODYSSEY,AUTOMATIC,175000,21000,QLD,2016
2011 Mazda CX-7,white,DIESEL,MAZDA,CX-7,AUTOMATIC,220000,7900,VIC,2011
2002 Toyota Landcruiser,white,PETROL,TOYOTA,LANDCRUISER,AUTOMATIC,517000,13000,VIC,2002
2007 Mercedes-Benz sprinter van,white,DIESEL,MERCEDES-BENZ,SPRINTER,AUTOMATIC,520000,6900,VIC,2007
2002 Ford Laser,silver,PETROL,FORD,LASER,AUTOMATIC,250000,4500,VIC,2002
1997 Isuzu NKR,white,OTHER,ISUZU,NKR,MANUAL,28500,6800,QLD,1997
2005 Nissan Pulsar,silver,PETROL,NISSAN,PULSAR,AUTOMATIC,278000,5000,VIC,2005
2008 Toyota Crown Hybrid G Package Low kms ,white,HYBRID,TOYOTA,CROWN,AUTOMATIC,87800,19988,VIC,2008
2010 Audi A3,white,OTHER,AUDI,A3,AUTOMATIC,175000,5200,VIC,2010
2022 BMW BMW M3 Competition xDrive,yellow,PETROL,BMW,M3,AUTOMATIC,18000,139999,VIC,2022
2015 Renault Megane GT Line,white,OTHER,RENAULT,MEGANE,AUTOMATIC,220000,9500,VIC,2015
2013 Ford Fiesta,white,PETROL,FORD,FIESTA,MANUAL,120000,8000,VIC,2013
2013 Audi A3,grey,PETROL,AUDI,A3,AUTOMATIC,199000,9000,VIC,2013
2010 Volkswagen Passat,grey,PETROL,VOLKSWAGEN,PASSAT,AUTOMATIC,103734,9990,VIC,2010
2012 Mitsubishi Mirage,white,PETROL,MITSUBISHI,MIRAGE,MANUAL,214000,5250,VIC,2012
2020 Mazda CX-8,blue,PETROL,MAZDA,CX-8,AUTOMATIC,84500,25500,QLD,2020
2017 Nissan X-Trail,grey,PETROL,NISSAN,X-TRAIL,AUTOMATIC,165000,15000,VIC,2017
1997 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,MANUAL,240000,7000,QLD,1997
2003 Toyota COROLLA CONQUEST⭐AUTO⭐🙀REGO🙀RWC🙀,silver,PETROL,TOYOTA,COROLLA,AUTOMATIC,265541,3999,QLD,2003
2023 Haval H6GT,white,PETROL,HAVAL,H6,AUTOMATIC,42800,26500,QLD,2023
"2008 Honda ACCORD VTi🚀LOW 191,250KMS🚀🔥REGO🔥RWC🔥AUTO🔥",black,PETROL,HONDA,ACCORD,AUTOMATIC,191250,4499,QLD,2008
2004 Mercedes-Benz other,white,DIESEL,MERCEDES-BENZ,OTHER,AUTOMATIC,692819,30000,QLD,2004
"2010 Holden CRUZE CDX🚀LOW 164,812KMS🚀🔥AUTO🔥REGO🔥RWC🔥",black,PETROL,HOLDEN,CRUZE,AUTOMATIC,164812,5499,QLD,2010
2014 Holden BARINA CD🚀AUTO🚀🤑REGO🤑RWC🤑,silver,PETROL,HOLDEN,BARINA,AUTOMATIC,208237,4999,QLD,2014
2012 Volkswagen Passat,white,DIESEL,VOLKSWAGEN,PASSAT,AUTOMATIC,265082,4000,QLD,2012
2002 Nissan pulsar st❤️‍🔥auto❤️‍🔥🔥rego🔥rwc🔥,white,PETROL,NISSAN,PULSAR,AUTOMATIC,234334,2999,QLD,2002
2010 Toyota Landcruiser 200 Series (GXL),blue,DIESEL,TOYOTA,LANDCRUISER,AUTOMATIC,262329,52000,QLD,2010
1982 Nissan Bluebird,white,PETROL,NISSAN,BLUEBIRD,AUTOMATIC,26000,10000,SA,1982
2014 Hyundai Accent,white,PETROL,HYUNDAI,ACCENT,AUTOMATIC,51000,10500,SA,2014
2016 Honda Jazz,silver,PETROL,HONDA,JAZZ,AUTOMATIC,140000,13500,SA,2016
2022 Subaru BRZ,blue,PETROL,SUBARU,BRZ,MANUAL,62687,35490,QLD,2022
2005 Ford Falcon,silver,PETROL,FORD,FALCON,AUTOMATIC,225500,5799,SA,2005
2018 Nissan qashqai st-l,grey,PETROL,NISSAN,QASHQAI,AUTOMATIC,69870,21000,NSW,2018
2007 Toyota RAV4,black,PETROL,TOYOTA,RAV4,AUTOMATIC,192000,9200,WA,2007
2009 Hyundai Tucson,white,PETROL,HYUNDAI,TUCSON,AUTOMATIC,199864,5199,WA,2009
2017 Ford EcoSport,orange,OTHER,FORD,ECOSPORT,AUTOMATIC,94195,9400,WA,2017
2014 Suzuki Swift,white,PETROL,SUZUKI,SWIFT,MANUAL,147000,10000,WA,2014
2018 Mercedes-Benz E200,silver,PETROL,MERCEDES-BENZ,E-CLASS,AUTOMATIC,66949,41500,WA,2018
2012 Hyundai i20,blue,OTHER,HYUNDAI,I20,AUTOMATIC,22883,9999,WA,2012
2023 Toyota Hiace,white,DIESEL,TOYOTA,HIACE,AUTOMATIC,51000,65000,WA,2023
2016 Volkswagen Polo,white,PETROL,VOLKSWAGEN,POLO,AUTOMATIC,100000,8500,WA,2016
2022 Kia Cerato,white,PETROL,KIA,CERATO,AUTOMATIC,20000,27000,WA,2022
2008 Toyota Landcruiser,silver,DIESEL,TOYOTA,LANDCRUISER,MANUAL,223000,60000,WA,2008
2020 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,198542,26490,WA,2020
2014 Ford Kuga,silver,PETROL,FORD,KUGA,AUTOMATIC,185000,10500,WA,2014
2019 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,147000,26500,WA,2019
2013 Hyundai i30,black,PETROL,HYUNDAI,I30,MANUAL,286000,7000,WA,2013
2018 Nissan X-Trail,white,PETROL,NISSAN,X-TRAIL,AUTOMATIC,171000,14750,WA,2018
2019 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,129509,30000,WA,2019
2015 Ford Ranger,white,DIESEL,FORD,RANGER,MANUAL,290222,6000,VIC,2015
2018 Ford Ranger,grey,DIESEL,FORD,RANGER,AUTOMATIC,149933,33900,VIC,2018
1963 Volkswagen Beetle,grey,PETROL,VOLKSWAGEN,BEETLE,MANUAL,93720,30000,WA,1963
2006 Toyota Yaris,white,PETROL,TOYOTA,YARIS,AUTOMATIC,67000,9000,VIC,2006
2005 Holden statesman wl,silver,PETROL,HOLDEN,STATESMAN,AUTOMATIC,366000,5000,WA,2005
2014 BMW 328I,blue,PETROL,BMW,SERIES 3,AUTOMATIC,154000,22000,VIC,2014
2003 Mitsubishi Lancer,black,PETROL,MITSUBISHI,LANCER,MANUAL,148000,37990,VIC,2003
2010 Holden Caprice,black,PETROL,HOLDEN,CAPRICE,AUTOMATIC,100000,60000,VIC,2010
2008 Nissan Micra,red,DIESEL,NISSAN,MICRA,AUTOMATIC,218000,3000,VIC,2008
2012 Jeep Grand Cherokee,silver,OTHER,JEEP,GRAND CHEROKEE,AUTOMATIC,268000,5500,VIC,2012
2018 Honda Fit Hybrid,red,HYBRID,HONDA,FIT HYBRID,AUTOMATIC,95000,15500,VIC,2018
2015 Mitsubishi Pajero,black,DIESEL,MITSUBISHI,PAJERO,AUTOMATIC,162000,24999,VIC,2015
2010 Toyota Hilux,black,OTHER,TOYOTA,HILUX,AUTOMATIC,280000,19999,VIC,2010
2014 BMW X4,white,PETROL,BMW,X4,AUTOMATIC,140000,17000,VIC,2014
2018 Toyota Camry,silver,HYBRID,TOYOTA,CAMRY,AUTOMATIC,183000,20990,VIC,2018
2024 Toyota RAV4,white,HYBRID,TOYOTA,RAV4,AUTOMATIC,22000,45000,VIC,2024
2019 Volkswagen Polo,white,PETROL,VOLKSWAGEN,POLO,AUTOMATIC,90000,15000,VIC,2019
2015 Ford Fiesta,white,OTHER,FORD,FIESTA,MANUAL,159000,2899,VIC,2015
2016 Ford Falcon,grey,PETROL,FORD,FALCON,AUTOMATIC,42000,32000,VIC,2016
2021 Jeep gladiator,white,PETROL,JEEP,GLADIATOR,AUTOMATIC,99102,54500,VIC,2021
2005 Toyota Avalon,white,PETROL,TOYOTA,AVALON,AUTOMATIC,185000,3900,NSW,2005
2010 Toyota Crown,black,PETROL,TOYOTA,CROWN,AUTOMATIC,120000,20000,NSW,2010
2000 Mitsubishi Lancer,blue,PETROL,MITSUBISHI,LANCER,AUTOMATIC,255000,2500,NSW,2000
2021 Toyota Hilux,white,DIESEL,TOYOTA,HILUX,AUTOMATIC,215459,27500,NSW,2021
2009 Toyota Kluger Grande,grey,PETROL,TOYOTA,KLUGER,AUTOMATIC,233109,7800,NSW,2009
2016 Subaru XV,white,PETROL,SUBARU,XV,AUTOMATIC,86000,18500,NSW,2016
2010 Volkswagen Golf,black,PETROL,VOLKSWAGEN,GOLF,AUTOMATIC,218000,5000,NSW,2010
1999 BMW M roadster,silver,PETROL,BMW,M ROADSTER,MANUAL,96500,16500,NSW,1999
1999 Nissan Patrol,gold,PETROL,NISSAN,PATROL,AUTOMATIC,116926,16000,NSW,1999
2014 Hyundai i20,blue,PETROL,HYUNDAI,I20,AUTOMATIC,148500,8000,NSW,2014
2013 Volkswagen Amarok,silver,DIESEL,VOLKSWAGEN,AMAROK,MANUAL,140000,11000,NSW,2013
2019 Toyota RAV4,white,PETROL,TOYOTA,RAV4,AUTOMATIC,97000,28500,NSW,2019
2003 Holden Commodore,grey,PETROL,HOLDEN,COMMODORE,AUTOMATIC,333500,4000,NSW,2003
2017 Audi Q7,white,DIESEL,AUDI,Q7,AUTOMATIC,158700,25500,NSW,2017
2022 Suzuki Jimny,grey,PETROL,SUZUKI,JIMNY,AUTOMATIC,42000,31000,NSW,2022
2016 Isuzu dmax,white,DIESEL,ISUZU,DMAX,MANUAL,160000,27000,NSW,2016
2008 Hyundai i30,white,PETROL,HYUNDAI,I30,AUTOMATIC,359674,4500,WA,2008
2020 Ford Ranger,grey,DIESEL,FORD,RANGER,AUTOMATIC,170000,30000,NSW,2020
2017 Mercedes-Benz a250 sport,black,PETROL,MERCEDES-BENZ,A250 SPORT,AUTOMATIC,148000,21999,NSW,2017
2008 BMW 320i,grey,PETROL,BMW,SERIES 3,AUTOMATIC,200000,6500,QLD,2008
2007 Subaru Impreza,white,PETROL,SUBARU,IMPREZA,MANUAL,230000,4500,SA,2007
2010 Volvo XC60,silver,PETROL,VOLVO,XC60,AUTOMATIC,139000,4000,SA,2010
1998 Mazda MX-5,blue,PETROL,MAZDA,MX-5,MANUAL,148000,123456,SA,1998
2010 Holden Commodore,blue,PETROL,HOLDEN,COMMODORE,AUTOMATIC,231000,8000,SA,2010
2014 BMW 220D,white,DIESEL,BMW,SERIES 2,AUTOMATIC,199910,14599,SA,2014
2024 Haval gwm jolion ultra,white,PETROL,HAVAL,JOLION,AUTOMATIC,16087,28990,SA,2024
2014 Ford Kuga,black,PETROL,FORD,KUGA,AUTOMATIC,140000,3500,SA,2014
2009 Hyundai Getz,green,PETROL,HYUNDAI,GETZ,MANUAL,182000,3999,SA,2009
2008 Volvo V50,silver,PETROL,VOLVO,V50,AUTOMATIC,169392,6000,SA,2008
2015 Honda s660,white,OTHER,HONDA,S660,AUTOMATIC,37600,22000,SA,2015
2025 Mitsubishi Outlander,silver,PETROL,MITSUBISHI,OUTLANDER,AUTOMATIC,5300,51990,SA,2025
2016 Toyota Yaris,grey,PETROL,TOYOTA,YARIS,AUTOMATIC,117381,12000,SA,2016
2013 Toyota Hiace,white,PETROL,TOYOTA,HIACE,MANUAL,398452,24500,SA,2013
2016 Škoda Fabia,white,PETROL,ŠKODA,FABIA,AUTOMATIC,79000,10500,QLD,2016
2010 Holden Ute,black,PETROL,HOLDEN,UTE,MANUAL,160000,25000,QLD,2010
2017 Volkswagen Tiguan,silver,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,77000,17990,QLD,2017
2010 Ford Falcon,blue,PETROL,FORD,FALCON,AUTOMATIC,248000,8000,QLD,2010
2011 Volkswagen transporter,white,DIESEL,VOLKSWAGEN,TRANSPORTER,AUTOMATIC,390000,10000,VIC,2011
2014 Land Rover Range Rover Sport,black,DIESEL,LAND-ROVER,RANGE ROVER SPORT,AUTOMATIC,248000,28000,VIC,2014
2015 Toyota Corolla,white,PETROL,TOYOTA,COROLLA,MANUAL,165000,14000,NSW,2015
2009 Nissan Tiida,burgundy,PETROL,NISSAN,TIIDA,AUTOMATIC,214000,3500,SA,2009
2017 Nissan X-Trail,orange,PETROL,NISSAN,X-TRAIL,AUTOMATIC,93000,26000,VIC,2017
2006 Nissan Patrol,white,DIESEL,NISSAN,PATROL,AUTOMATIC,270000,29999,VIC,2006
1983 Land Rover Range Rover Classic,blue,PETROL,LAND-ROVER,RANGE ROVER,MANUAL,95000,6000,VIC,1983
2017 Ford Ranger,white,DIESEL,FORD,RANGER,AUTOMATIC,175852,28750,VIC,2017
2019 Tesla model 3 sr+,red,ELECTRIC,TESLA,MODEL 3,AUTOMATIC,126495,27000,VIC,2019
2004 Volkswagen Caravelle,silver,PETROL,VOLKSWAGEN,CARAVELLE,AUTOMATIC,217374,12500,VIC,2004
2009 Mitsubishi triton 4x4,white,DIESEL,MITSUBISHI,TRITON,AUTOMATIC,169500,16499,VIC,2009
2012 Holden Ute,black,PETROL,HOLDEN,UTE,AUTOMATIC,117449,20000,VIC,2012
2018 Mercedes-Benz B180,red,PETROL,MERCEDES-BENZ,B-CLASS,AUTOMATIC,54420,20999,VIC,2018
2014 Volkswagen Tiguan,white,PETROL,VOLKSWAGEN,TIGUAN,MANUAL,156000,7999,VIC,2014
2017 Holden Astra,white,PETROL,HOLDEN,ASTRA,MANUAL,149000,9000,NSW,2017
2009 Toyota Corolla,silver,PETROL,TOYOTA,COROLLA,AUTOMATIC,165000,8999,VIC,2009
2011 Isuzu Truck ,white,DIESEL,ISUZU,TRUCK,MANUAL,500000,90000,VIC,2011
2016 Holden Commodore,silver,OTHER,HOLDEN,COMMODORE,AUTOMATIC,224000,9990,NSW,2016
2014 Volkswagen Tiguan,black,PETROL,VOLKSWAGEN,TIGUAN,AUTOMATIC,157000,9500,NSW,2014
2022 Jeep Cherokee,charcoal,PETROL,JEEP,CHEROKEE,AUTOMATIC,65981,28000,NSW,2022
2013 Mitsubishi Triton GLXR,white,DIESEL,MITSUBISHI,TRITON,AUTOMATIC,76000,16000,VIC,2013
2017 Holden Astra,white,PETROL,HOLDEN,ASTRA,AUTOMATIC,132650,7000,NSW,2017
2022 Toyota Hilux,grey,DIESEL,TOYOTA,HILUX,AUTOMATIC,103000,63000,NSW,2022
2011 Hyundai i30,white,DIESEL,HYUNDAI,I30,AUTOMATIC,248000,3000,NSW,2011
1999 Subaru WRX,blue,PETROL,SUBARU,WRX,MANUAL,191322,22000,NSW,1999
2005 Nissan ELGRAND ,white,OTHER,NISSAN,ELGRAND,AUTOMATIC,175000,6900,NSW,2005
2009 Toyota Landcruiser,white,DIESEL,TOYOTA,LANDCRUISER,MANUAL,450000,30000,NSW,2009
2004 Lexus IS300,silver,PETROL,LEXUS,IS,AUTOMATIC,340000,8000,NSW,2004
2018 Volkswagen Golf,white,PETROL,VOLKSWAGEN,GOLF,MANUAL,46581,17000,NSW,2018
2015 Toyota Hilux,white,PETROL,TOYOTA,HILUX,MANUAL,158000,20000,NSW,2015
2017 Kia Cerato,grey,PETROL,KIA,CERATO,AUTOMATIC,160000,11900,NSW,2017
2006 Hyundai Terracan,green,DIESEL,HYUNDAI,TERRACAN,AUTOMATIC,229309,6999,SA,2006
